Order_ID,Sale_Date,Brand,Model,Category,Color,Engine_CC,Fuel_Type,Transmission,Mileage_KMPL,Ex_Showroom_Price_INR,Discount_INR,Units_Sold,Revenue_INR,State,City,Sales_Channel,Customer_Segment,Payment_Method,Customer_Rating
IND-19331,11-07-2024,Honda,CB300R,Commuter,Glossy Red,110,EV,Manual,N/A,82900,,13,986700,Rajasthan,Jaipur,Exchange,Businessman,UPI,3
IND-18428,07-07-2022,TVS,Raider 125,Sports,Racing Blue,250,Electric ,Manual,N/A,106400,2000,1,104400,Delhi,New Delhi,Dealership,Working Professional,UPI,3.1
IND-16423,14-09-2021,Royal Enfield,Meteor 350,Scooter,Candy Yellow,110,Electric,Manual,N/A,101900,3000,1,98900,Delhi,New Delhi,Company Direct,Student,Cash,
IND-13401,19-10-2021,Yamaha,,Adventure,Glossy Red,300,Petrol,Manual,64.2,366200,10000,13,4630600,Uttar Pradesh,Lucknow,Online,Delivery Executive,Cash,4.8
IND-16976,12-01-2023,Hero,Passion Pro,Cruiser,Lime Green,500,Electric,Manual,N/A,167500,10000,9,1417500,West Bengal,Kolkata,Exchange,Student,Loan,4.9
IND-17481,14-05-2022,TVS,Ntorq 125,Electric,Pearl White,0,Petrol,Manual,62.6,,0,10,813000,maharashtra,Mumbai,Exchange,Delivery Executive,UPI,3.4
IND-12216,31-03-2022,Hero,HF Deluxe,Scooter,Pearl White,110,Petrol,Manual,71.5,99800,15000,8,678400,Maharashtra,Mumbai,Dealership,Homemaker,Credit Card,4.9
IND-16517,25-10-2024,Honda,CB Unicorn,Cruiser,Sunset Orange,500,Electric,Manual,N/A,199100,5000,1,194100,Telangana,Hyderabad,Dealership,Student,Credit Card,
IND-12786,19-05-2021,Honda,Activa 6G,Superbike,Sunset Orange,650,Petrol,Manual,47.7,549300,2000,14,7662200,West Bengal,Kolkata,Online,Working Professional,Loan,4.8
IND-10608,19-10-2024,Bajaj,,cruiser,,500,Electric,Manual,N/A,182200,2000,4,720800,Maharashtra,Mumbai,Online,Businessman,EMI,3
IND-14837,24-10-2023,Bajaj,Platina 110,Cruiser,Glossy Red,220,Electric,Manual,N/A,166700,7000,8,1277600,West Bengal,Kolkata,Exchange,Businessman,UPI,4.4
IND-19160,13-03-2021,KTM,Duke 390,CRUISER,Candy Yellow,500,BS6 Petrol,Manual,41.8,158800,5000,4,615200,Maharashtra,Mumbai,Dealership,Homemaker,Loan,3.8
IND-16937,24-10-2023,TVS,Ntorq 125,Commuter,Pearl White,150,Electric,Manual,N/A,66900,3000,14,894600,Kerala,Kochi,Exchange,Businessman,EMI,
IND-18801,17-03-2022,Yamaha,Fascino 125,Superbike,Candy Yellow,650,Electric,Manual,N/A,552400,5000,14,7663600,Tamil Nadu,Chennai,Company Direct,Student,,3.1
IND-12768,02-04-2023,Mahindra,,Sports,,250,BS6 Petrol,Manual,70.1,182100,0,3,546300,Delhi,New Delhi,Dealership,Delivery Executive,Cash,4.2
IND-12992,30-10-2021,TVS,Jupiter,Sports,Sunset Orange,250,Electric,Manual,N/A,136200,10000,10,1262000,Rajasthan,Jaipur,Online,Working Professional,Credit Card,4.2
IND-18808,16-09-2023,Jawa,Yezdi Scrambler,Electric,Midnight Grey,0,Petrol,Manual,49.9,147100,0,3,441300,Rajasthan,Jaipur,Exchange,Working Professional,Cash,5
IND-16736,08-06-2021,Suzuki,Burgman Street,Electric,Pearl White,0,Electric,Manual,N/A,100500,,7,668500,Uttar Pradesh,Lucknow,Exchange,Homemaker,Loan,3.7
IND-12823,30-05-2023,Yamaha,FZ-S V3,Adventure,Matte Black,390,Electric,Manual,N/A,359100,5000,2,708200,Kerala,Kochi,Online,Student,Cash,4.3
IND-10866,28-08-2024,Yamaha,R15 V4,Commuter,Midnight Grey,150,BS6 Petrol,Manual,69.2,72500,10000,4,250000,Telangana,Hyderabad,,Delivery Executive,Credit Card,
IND-15002,29-07-2023,tvs,,Electric,Midnight Grey,0,Petrol,Manual,30.4,90200,15000,8,601600,Telangana,Hyderabad,Online,Student,Cash,3.7
IND-15886,13-08-2021,T.V.S,Apache RTR 160,Superbike,Racing Blue,390,BS6 Petrol,Manual,74.3,330700,0,1,330700,Maharashtra,Mumbai,,Delivery Executive,EMI,4.7
IND-16533,25-08-2022,Suzuki,V-Strom 650,Electric,Candy Yellow,0,Electric,Manual,N/A,82000,0,13,1066000,Telangana,Hyderabad,,Delivery Executive,UPI,3.7
IND-14537,06-12-2023,Suzuki,V-Strom 650,Cruiser,Matte Black,220,Electric,Manual,N/A,206200,10000,10,1962000,Tamil Nadu,Chennai,Online,Businessman,Cash,4.3
IND-14471,30-10-2024,Royal Enfield,Bullet 350,Superbike,Lime Green,390,Petrol,Manual,40.8,326000,2000,7,2268000,Gujarat,Ahmedabad,Exchange,Homemaker,,4
IND-19222,17-02-2024,Suzuki,Intruder 150,Adventure,Midnight Grey,650,BS6 Petrol,Manual,48.1,235800,10000,1,225800,Telangana,Hyderabad,Online,Student,Loan,4.7
IND-16826,22-02-2023,Honda,CB300R,Cruiser,Pearl White,500,Electric,Manual,N/A,205700,7000,8,1589600,Uttar Pradesh,Lucknow,Company Direct,Delivery Executive,Loan,3.6
IND-13498,12-05-2021,Mahindra,Rodeo RZ,Superbike,Matte Black,390,Petrol,Manual,37.6,395200,0,5,1976000,Uttar Pradesh,Lucknow,Dealership,Student,Credit Card,3.5
IND-12752,06-06-2023,Bajaj,Avenger 220,Electric,Racing Blue,0,Petrol,Manual,52.2,83400,0,12,1000800,Tamil Nadu,Chennai,Company Direct,Homemaker,Loan,3.2
IND-19898,01-07-2021,Yamaha,Fascino 125,Commuter,Candy Yellow,150,Electric,Manual,N/A,55200,5000,8,401600,Karnataka,Bengaluru,Exchange,Businessman,UPI,3.4
IND-10494,13.01.2023,Honda,CB Unicorn,Sports,Racing Blue,150,Petrol,Manual,48.8,110000,0,14,1540000,Karnataka,Bengaluru,Dealership,Homemaker,,3.6
IND-15406,09-03-2021,Suzuki,Intruder 150,sports,Matte Black,160,BS6 Petrol,Manual,38.1,101100,5000,15,1441500,Kerala,Kochi,Company Direct,Homemaker,Credit Card,4
IND-13812,12-06-2021,Mahindra,Mojo 300,Commuter,Lime Green,150,Electric,Manual,N/A,,5000,14,1174600,Tamil Nadu,Chennai,Dealership,Student,UPI,
IND-15532,01-04-2021,KTM,Adventure 390,Adventure,Candy Yellow,390,BS6 Petrol,Manual,30.9,278300,5000,11,3006300,Maharashtra,Mumbai,Dealership,Homemaker,Cash,3.3
IND-17855,11-03-2022,TVS,Raider 125,Commuter,Racing Blue,150,Petrol,Manual,55.5,68600,10000,11,644600,Uttar Pradesh,Lucknow,Online,Working Professional,UPI,4.4
IND-15924,18-12-2023,Yamaha,FZ-S V3,Electric,Racing Blue,0,bs6 petrol,Manual,42.8,92800,3000,10,898000,Tamil Nadu,Chennai,Company Direct,Student,EMI,
IND-16921,18-05-2022,KTM,Duke 200,Adventure,Candy Yellow,390,Petrol,Manual,48.5,424400,15000,4,1637600,West Bengal,Kolkata,Exchange,Homemaker,Loan,4.3
IND-12592,13-12-2023,Suzuki,Gixxer 250,Superbike,Midnight Grey,650,Electric,Manual,N/A,325900,10000,11,3474900,Maharashtra,Mumbai,,Student,Cash,4.9
IND-12394,08-03-2023,TVS,Ntorq 125,Cruiser,Matte Black,220,Petrol,Manual,38.4,173500,5000,10,1685000,Uttar Pradesh,Lucknow,Dealership,Working Professional,Cash,4.7
IND-11210,08-07-2021,TVS,Jupiter,Superbike,Matte Black,1000,petrol,Manual,57.1,377500,0,4,1510000,West Bengal,Kolkata,Exchange,Businessman,UPI,3.8
IND-17306,05-10-2021,Royal Enfield,Bullet 350,Adventure,Pearl White,390,BS6 Petrol,Manual,69,400000,0,3,1200000,Karnataka,Bengaluru,Online,Delivery Executive,EMI,4.9
IND-16387,17-06-2024,Yamaha,R15 V4,Adventure,Midnight Grey,300,BS6 Petrol,Manual,39.9,274200,5000,13,3499600,Uttar Pradesh,Lucknow,Online,Working Professional,EMI,
IND-13124,27-07-2023,Jawa,Perak,Sports,Pearl White,160,petrol,Manual,68.9,182900,2000,5,904500,Delhi,New Delhi,Company Direct,Delivery Executive,Cash,4.6
IND-17443,09-12-2024,Suzuki,V-Strom 650,COMMUTER,Glossy Red,150,BS6 Petrol,Manual,66.5,82900,5000,5,389500,Kerala,Kochi,Company Direct,Homemaker,EMI,
IND-16546,22-08-2024,Hero,Glamour,Superbike,Candy Yellow,390,Petrol,Manual,65,437700,5000,15,6490500,Delhi,New Delhi,Exchange,Businessman,EMI,4.8
IND-10995,03-04-2023,Suzuki,Intruder 150,Scooter,Candy Yellow,125,Petrol,Manual,38.2,90300,3000,3,261900,Rajasthan,Jaipur,Exchange,Homemaker,EMI,3.4
IND-11743,16-01-2022,Jawa,Perak,Sports,Midnight Grey,250,BS6 Petrol,Manual,41.9,187800,7000,8,1446400,Rajasthan,Jaipur,Dealership,Businessman,,3.1
IND-15822,01-12-2021,Hero,Splendor Plus,Adventure,Candy Yellow,300,Electric,Manual,N/A,222300,0,11,2445300,Kerala,Kochi,,Homemaker,Cash,5
IND-14296,05-07-2024,Royal Enfield,Himalayan,Electric,Midnight Grey,0,BS6 Petrol,Manual,42.9,87900,7000,7,566300,Telangana,Hyderabad,Online,Businessman,Loan,
IND-11758,26-02-2024,bajaj,Platina 110,Adventure,Sunset Orange,300,Electric,Manual,N/A,234200,0,3,702600,Telangana,Hyderabad,Dealership,Student,UPI,4.2
IND-11890,06-10-2022,Yamaha,FZ-S V3,Superbike,Matte Black,390,Electric,Manual,,-50000,3000,6,2661600,Uttar Pradesh,Lucknow,Online,Homemaker,UPI,4.3
IND-11556,15-06-2024,KTM,Adventure 390,Superbike,Sunset Orange,1000,Petrol,Manual,,441900,3000,13,5705700,Uttar Pradesh,Lucknow,Dealership,Student,Loan,4
IND-14223,08-05-2024,Bajaj,Pulsar NS200,Cruiser,Midnight Grey,350,Electric,Manual,N/A,220100,15000,7,1435700,Gujarat,Ahmedabad,Dealership,Student,,4.1
IND-19374,20-12-2022,Bajaj,Avenger 220,Sports,Matte Black,160,Electric,Manual,N/A,117600,7000,1,110600,Telangana,Hyderabad,Exchange,Delivery Executive,UPI,
IND-15179,29-11-2021,Bajaj,CT110,Electric,Pearl White,0,Petrol,Manual,34.4,112500,0,9,1012500,West Bengal,Kolkata,Dealership,Working Professional,Cash,3
IND-11784,17-02-2024,Mahindra,Duro DZ,Commuter,Glossy Red,110,Electric,Manual,N/A,85300,7000,2,156600,Gujarat,Ahmedabad,Dealership,Businessman,Credit Card,4.2
IND-11767,12-11-2021,Suzuki,V-Strom 650,Superbike,Matte Black,1000,Electric,Manual,N/A,330100,,2,654200,Rajasthan,Jaipur,Company Direct,Businessman,UPI,3.7
IND-18123,24-11-2021,Suzuki,V-Strom 650,Superbike,Lime Green,1000,BS6 Petrol,Manual,48.4,,7000,14,6633200,Karnataka,Bengaluru,Dealership,Homemaker,UPI,3.3
IND-12199,29-07-2021,Suzuki,Gixxer 250,Commuter,Matte Black,110,Petrol,Manual,31.7,69700,3000,1,66700,Gujarat,Ahmedabad,Company Direct,Homemaker,Credit Card,4.7
IND-12897,18-03-2024,Jawa,Perak,Sports,Candy Yellow,160,Electric,Manual,N/A,113700,0,10,1137000,Maharashtra,Mumbai,Company Direct,Businessman,UPI,3.5
IND-17170,20-07-2024,Hero,Passion Pro,Scooter,Candy Yellow,150,Electric,Manual,N/A,86200,2000,15,1263000,Maharashtra,Mumbai,Online,Delivery Executive,,3.2
IND-14305,09-05-2023,Honda,Activa 6G,Scooter,Candy Yellow,110,Petrol ,Manual,37.8,95400,2000,3,280200,Gujarat,Ahmedabad,Dealership,Delivery Executive,Cash,3.4
IND-15034,05-11-2023,KTM,Duke 390,Adventure,Racing Blue,650,Electric,Manual,N/A,271300,10000,15,3919500,Tamil Nadu,Chennai,Company Direct,Working Professional,EMI,4.2
IND-16028,29-06-2021,Royal Enfield,Meteor 350,Sports,Pearl White,150,Petrol,Manual,37.7,179900,0,5,899500,West Bengal,Kolkata,Exchange,Businessman,Credit Card,3.9
IND-18626,09-12-2022,Honda,CB300R,Scooter,Candy Yellow,110,Petrol,Manual,33.1,101400,,8,795200,Tamil Nadu,Chennai,Dealership,Homemaker,Credit Card,4.2
IND-10024,28-07-2024,TVS Motors,Ntorq 125,Adventure,Candy Yellow,300,Electric,Manual,N/A,224100,10000,7,1498700,Delhi,New Delhi,Dealership,Student,UPI,4.5
IND-18072,22-02-2023,Honda Ltd,CB300R,Electric,Racing Blue,0,Petrol,Manual,40.6,82000,2000,1,80000,Delhi,New Delhi,Online,Student,EMI,3.3
IND-19200,22-03-2022,Yamaha,MT-15,Commuter,Candy Yellow,100,Electric,Manual,N/A,82100,10000,13,937300,Maharashtra,Mumbai,Exchange,Working Professional,Credit Card,3.3
IND-17730,10-08-2023,Honda,Hornet 2.0,Sports,Racing Blue,160,Petrol,Manual,50.3,165200,7000,15,2373000,rajasthan,Jaipur,Dealership,Student,EMI,4.1
IND-15124,07-10-2024,Mahindra,Mojo 300,Sports,Matte Black,200,BS6 Petrol,Manual,38.8,157600,0,12,1891200,Gujarat,Ahmedabad,Dealership,Student,EMI,3.3
IND-14259,25-02-2021,Jawa,,CRUISER,Lime Green,220,BS6 Petrol,Manual,42.3,246900,2000,3,734700,GUJARAT,Ahmedabad,Dealership,Student,EMI,4.7
IND-19144,20-10-2021,Bajaj,Dominar 400,Superbike,Glossy Red,390,BS6 Petrol,Manual,,412500,10000,10,4025000,Kerala,Kochi,Exchange,Businessman,EMI,4.2
IND-15387,08-08-2022,KTM,Duke 200,Cruiser,Midnight Grey,500,Electric,Manual,N/A,213700,5000,10,2087000,Kerala,Kochi,Company Direct,Businessman,EMI,3.2
IND-16233,27-02-2024,Bajaj,Pulsar NS200,Scooter,Lime Green,125,Petrol,Manual,68.2,83900,0,0,587300,Kerala,Kochi,Exchange,Homemaker,Cash,4.1
IND-15836,20-11-2023,Hero,Splendor Plus,Cruiser,Matte Black,500,Electric,Manual,N/A,151400,5000,5,732000,Telangana,Hyderabad,,Delivery Executive,,3.4
IND-19275,25-03-2021,Royal Enfield,Classic 350,Cruiser,Midnight Grey,220,Electric,Manual,N/A,159500,15000,3,433500,Rajasthan,Jaipur,Dealership,Delivery Executive,Credit Card,3.9
IND-10679,21-02-2023,Bajaj,CT110,Superbike,Racing Blue,1000,Petrol,Manual,54.8,,3000,3,1455600,Kerala,Kochi,Company Direct,Student,,3.5
IND-10324,14-02-2023,Mahindra,Gusto 125,Superbike,Matte Black,1000,BS6 Petrol,Manual,53,387900,10000,11,4156900,Gujarat,Ahmedabad,Company Direct,Delivery Executive,Loan,3.1
IND-18027,03-03-2022,Mahindra,Gusto 125,COMMUTER,Pearl White,150,Electric,Manual,N/A,,15000,6,317400,Gujarat,Ahmedabad,Exchange,Homemaker,,3.8
IND-19220,01-01-2022,Honda,CB Unicorn,Superbike,Lime Green,1000,Petrol,Manual,32.8,345900,0,9,3113100,Rajasthan,Jaipur,Dealership,Homemaker,Credit Card,4.2
IND-17649,23-10-2024,Jawa,Jawa 42,Sports,Matte Black,150,Electric,Manual,N/A,195600,15000,11,1986600,Karnataka,Bengaluru,Dealership,Student,EMI,4.8
IND-10126,07-09-2022,KTM,Duke 200,Commuter,Matte Black,150,Petrol,Manual,,84100,0,13,1093300,Gujarat,Ahmedabad,Exchange,Student,,4.1
IND-14772,25-01-2024,Hero,HF Deluxe,Adventure,Lime Green,300,Petrol,Manual,74.9,333000,2000,8,2648000,Rajasthan,Jaipur,Dealership,Student,Loan,3.1
IND-18834,12-04-2024,KTM,Duke 125,Electric,Matte Black,0,Petrol ,Manual,56,147500,0,9,1327500,Maharashtra,Mumbai,Exchange,Homemaker,EMI,4.2
IND-11847,03-09-2023,Royal Enfield,Classic 350,Commuter,Matte Black,150,BS6 Petrol,Manual,68.3,74600,3000,3,214800,West Bengal,Kolkata,Dealership,Delivery Executive,Cash,4.9
IND-19526,26-10-2024,TVS,Ntorq 125,electric,Glossy Red,0,Electric,Manual,N/A,117800,0,9,1060200,Uttar Pradesh,Lucknow,Dealership,Delivery Executive,EMI,4.8
IND-17816,11-09-2024,Mahindra,Gusto 125,Adventure,Pearl White,650,Petrol,Manual,73.3,284000,5000,5,1395000,Tamil Nadu,Chennai,Online,Working Professional,,3.7
IND-11259,15-12-2023,Mahindra,,Scooter,,150,BS6,Manual,67.6,119600,5000,1,114600,Delhi,New Delhi,Exchange,Working Professional,Cash,4.7
IND-12027,16-12-2024,Jawa,Yezdi Scrambler,Sports,Midnight Grey,150,Electric,Manual,N/A,139400,0,14,1951600,karnataka,Bengaluru,,Student,Cash,4.1
IND-13425,21-09-2021,Honda,Hornet 2.0,Adventure,Pearl White,650,Petrol,Manual,53.9,224800,15000,11,2307800,West Bengal,Kolkata,Company Direct,Homemaker,Cash,4.8
IND-18685,25-09-2021,Royal Enfield,Meteor 350,Adventure,Sunset Orange,650,Electric,Manual,N/A,371700,3000,1,368700,Rajasthan,Jaipur,Online,Student,UPI,4.1
IND-18209,16-01-2023,Royal-Enfield,Meteor 350,Adventure,Glossy Red,300,Petrol,Manual,65.6,360600,0,1,360600,West Bengal,Kolkata,Exchange,Businessman,Credit Card,
IND-19121,16-02-2024,Suzuki,Burgman Street,Sports,Sunset Orange,160,Electric,Manual,N/A,184600,5000,11,1975600,karnataka,Bengaluru,Dealership,Businessman,UPI,3.5
IND-11994,19-04-2023,Mahindra,,Adventure,Glossy Red,300,Electric,Manual,N/A,,15000,3,1286100,Tamil Nadu,Chennai,Company Direct,Student,EMI,3.6
IND-12547,02-09-2024,Mahindra,,Electric,,0,petrol,Manual,46.4,96600,7000,2,179200,Telangana,Hyderabad,Exchange,Businessman,Credit Card,4.8
IND-11898,07-11-2021,Hero,Glamour,Sports,,160,BS6 Petrol,Manual,,168100,5000,4,652400,Maharashtra,Mumbai,Dealership,Student,Cash,4.8
IND-10412,08-02-2021,Bajaj,Dominar 400,Sports,,200,BS6 Petrol,Manual,50.8,154200,,1,144200,Telangana,Hyderabad,Exchange,Delivery Executive,UPI,4.1
IND-12041,28.07.2021,Honda,Shine,Commuter,Racing Blue,125,Electric,Manual,0.01,82600,0,2,165200,Kerala,Kochi,Company Direct,Businessman,EMI,
IND-19494,16-02-2024,Mahindra,Duro DZ,Adventure,Racing Blue,300,BS6 Petrol,Manual,74.1,227300,3000,7,1570100,West Bengal,Kolkata,Online,Delivery Executive,Credit Card,4.1
IND-15323,30-12-2021,Yamaha,FZ-S V3,Scooter,Matte Black,110,Electric ,Manual,N/A,119100,7000,11,1233100,Tamil Nadu,Chennai,,Businessman,UPI,3.9
IND-16304,30-09-2023,Honda Ltd,CB300R,Cruiser,,350,Petrol,Manual,72,179700,10000,11,1866700,Kerala,Kochi,Exchange,Student,Credit Card,3.2
IND-12596,15-12-2021,Jawa,Jawa 42,Scooter,Pearl White,125,BS6,Manual,62.7,105900,2000,10,1039000,Maharashtra,Mumbai,Exchange,Working Professional,UPI,4.2
IND-18603,15-09-2023,Yamaha,FZ-S V3,Sports,Candy Yellow,160,Electric,Manual,N/A,138300,7000,4,525200,Maharashtra,Mumbai,Online,Homemaker,UPI,4.7
IND-15147,21-06-2022,KTM,Duke 200,Superbike,Matte Black,650,Electric,Manual,N/A,384900,5000,11,4178900,Rajasthan,Jaipur,Company Direct,Homemaker,Cash,3.1
IND-16267,04-08-2023,Yamaha,MT-15,Cruiser,Lime Green,220,Electric,Manual,,169000,5000,1,164000,Telangana,Hyderabad,Dealership,Homemaker,UPI,5
IND-13478,14-11-2021,Suzuki,Intruder 150,Electric,Candy Yellow,0,Electric,Manual,N/A,129600,0,14,1814400,Delhi,New Delhi,Dealership,Delivery Executive,Loan,3.7
IND-19403,14-06-2024,Hero,Glamour,Sports,Pearl White,250,PETROL,Manual,39.6,196200,3000,15,2898000,West Bengal,Kolkata,Dealership,Businessman,Loan,4.7
IND-13764,05-08-2021,Suzuki,Access 125,Commuter,Pearl White,150,Electric,Manual,N/A,55500,10000,1,45500,Rajasthan,Jaipur,Online,Student,Loan,3.3
IND-12895,22-11-2023,Hero,HF Deluxe,Sports,Glossy Red,250,BS6,Manual,58.8,112500,3000,9,985500,Rajasthan,Jaipur,,Working Professional,Loan,4.3
IND-16127,03-08-2022,Hero,Splendor Plus,Adventure,Sunset Orange,300,BS6 Petrol,Manual,57.8,295700,0,8,2365600,West Bengal,Kolkata,Dealership,Student,Credit Card,3.1
IND-15977,09-05-2024,Hero,Xtreme 160R,Adventure,Glossy Red,650,Electric,Manual,N/A,417100,2000,6,2490600,West Bengal,Kolkata,Online,Delivery Executive,Loan,4.6
IND-17487,12-08-2023,Honda,,Sports,Matte Black,150,Petrol,Manual,73.8,121500,5000,5,582500,Telangana,Hyderabad,Exchange,Homemaker,Credit Card,
IND-11978,01-02-2024,Honda,CB300R,Cruiser,Matte Black,220,Petrol,Manual,34.4,220100,10000,9,1890900,Karnataka,Bengaluru,Exchange,Working Professional,Cash,3.1
IND-14246,05-03-2023,Yamaha,MT-15,Sports,,250,Petrol,Manual,66.5,196400,10000,11,2050400,Telangana,Hyderabad,Exchange,Businessman,UPI,3
IND-14760,06/17/2022,KTM,Duke 125,Electric,Matte Black,0,BS6 Petrol,Manual,40.3,,5000,2,225400,Tamil Nadu,Chennai,Exchange,Businessman,UPI,3.4
IND-19510,13-03-2023,Yamaha,Fascino 125,Scooter,Matte Black,125,Petrol,Manual,49.2,98400,0,5,492000,Gujarat,Ahmedabad,Dealership,Delivery Executive,,4.3
IND-10086,30-03-2021,Jawa,Jawa 42,Electric,Pearl White,0,Electric,Manual,N/A,127400,7000,10,1204000,Tamil Nadu,Chennai,Company Direct,Delivery Executive,Cash,4.9
IND-17476,28-04-2024,Bajaj,CT110,Sports,Candy Yellow,200,Petrol,Manual,31.4,124500,15000,9,985500,Rajasthan,Jaipur,Company Direct,Working Professional,EMI,4.9
IND-19328,28-08-2021,Yamaha,R15 V4,Adventure,Lime Green,650,BS6 Petrol,Manual,50.3,436300,15000,8,3370400,Maharashtra,Mumbai,Dealership,Homemaker,Loan,4.3
IND-14943,19-08-2024,Jawa,Jawa 42,Cruiser,Pearl White,500,bs6 petrol,Manual,70.6,168200,,10,1662000,Uttar Pradesh,Lucknow,Company Direct,Delivery Executive,UPI,
IND-19339,22-03-2023,Royal Enfield,Classic 350,Cruiser,Midnight Grey,500,Electric,Manual,N/A,158900,7000,9,1367100,Delhi,New Delhi,Company Direct,Businessman,UPI,3.2
IND-16219,20-08-2023,Mahindra,Mojo 300,Scooter,Pearl White,110,Petrol,Manual,72.9,85600,0,3,256800,Gujarat,Ahmedabad,Online,Student,,4.6
IND-19132,11-03-2024,Mahindra,Rodeo RZ,Scooter,Racing Blue,125,petrol,Manual,30.1,111800,7000,6,628800,Gujarat,Ahmedabad,Online,Student,Loan,4.8
IND-19312,11-12-2023,Bajaj,Pulsar NS200,Scooter,Midnight Grey,150,Electric,Manual,N/A,89500,2000,8,700000,Gujarat,Ahmedabad,Company Direct,Delivery Executive,Cash,4.4
IND-19079,14-12-2023,Royal Enfield,Classic 350,Electric,Pearl White,0,BS6 Petrol,Manual,73,100900,15000,1,85900,Telangana,Hyderabad,Company Direct,Student,Cash,4.6
IND-16542,06-04-2024,Jawa,42 Bobber,Cruiser,Midnight Grey,220,BS6 Petrol,Manual,73,237000,3000,15,3510000,Kerala,Kochi,Company Direct,Delivery Executive,Credit Card,4.3
IND-17284,06-11-2021,Mahindra,Centuro,Commuter,Glossy Red,125,Electric,Manual,N/A,59400,2000,2,114800,Rajasthan,Jaipur,Exchange,Delivery Executive,Credit Card,4.6
IND-13475,18-03-2023,Yamaha,FZ-S V3,Cruiser,Lime Green,220,PETROL,Manual,51.7,206000,7000,15,2985000,Gujarat,Ahmedabad,Dealership,Student,Loan,3.2
IND-11916,18-08-2022,TVS,Apache RTR 160,SUPERBIKE,Glossy Red,650,Petrol,Manual,70.8,376700,0,1,376700,Karnataka,Bengaluru,Exchange,Working Professional,Cash,3.6
IND-14619,13-04-2023,TVS,Ntorq 125,Commuter,Racing Blue,125,Petrol,Manual,56.4,74200,0,7,519400,Uttar Pradesh,Lucknow,Online,Working Professional,Loan,3.6
IND-13575,19-02-2022,Royal Enfield,Classic 350,Adventure,Lime Green,300,Electric,Manual,N/A,435400,10000,1,425400,Maharashtra,Mumbai,Online,Businessman,Credit Card,
IND-11204,11-08-2024,KTM,Adventure 390,Scooter,Pearl White,110,BS6 Petrol,Manual,57.3,83000,,10,810000,Tamil Nadu,Chennai,Online,Homemaker,Cash,3.3
IND-18097,29-04-2023,Royal Enfield,,Scooter,Racing Blue,110,Petrol,Manual,65.7,91400,3000,11,972400,Gujarat,Ahmedabad,Dealership,Student,Loan,
IND-19864,19-09-2022,Honda,CB300R,Commuter,Sunset Orange,150,BS6 Petrol,Manual,51,81900,2000,13,1038700,Telangana,Hyderabad,Online,Delivery Executive,EMI,4.3
IND-18712,16-02-2022,TVS,Apache RTR 160,Electric,Pearl White,0,Petrol,Manual,49.6,127800,7000,3,362400,Karnataka,Bengaluru,,Businessman,Cash,
IND-12398,25-03-2022,TVS,Ntorq 125,Sports,Matte Black,200,BS6 Petrol,Manual,61.4,120800,15000,13,1375400,TELANGANA,Hyderabad,Online,Homemaker,Cash,4.8
IND-19454,16-01-2023,Jawa,42 Bobber,Adventure,Pearl White,390,BS6 Petrol,Manual,35.9,282600,2000,15,4209000,Maharashtra,Mumbai,Exchange,Working Professional,UPI,4.1
IND-13986,16-05-2021,KTM,Duke 200,Superbike,Lime Green,650,BS6 Petrol,Manual,60.8,5,,4,1768400,Tamil Nadu,Chennai,Dealership,Businessman,UPI,3.9
IND-17555,20-04-2021,KTM,Duke 125,Adventure,Racing Blue,650,Electric,Manual,N/A,226000,5000,13,2873000,Karnataka,Bengaluru,Online,Working Professional,Credit Card,4.7
IND-15342,08/23/2024,TVS,Ntorq 125,Adventure,Candy Yellow,390,BS6 Petrol,Manual,63.7,427100,15000,9,3708900,maharashtra,Mumbai,Dealership,Student,UPI,4.9
IND-14280,11-12-2023,TVS,iQube Electric,Electric,Sunset Orange,0,BS6 Petrol,Manual,44.7,,10000,14,1510600,West Bengal,Kolkata,Company Direct,Student,Loan,3.3
IND-11015,27-02-2024,Honda,Shine,Scooter,Glossy Red,150,BS6 Petrol,Manual,37.6,91000,3000,1,88000,Karnataka,Bengaluru,Dealership,Working Professional,EMI,3.8
IND-19443,05-10-2022,Yamaha,Ray ZR,Cruiser,Glossy Red,220,Electric,Manual,N/A,173800,10000,4,655200,Maharashtra,Mumbai,Online,Working Professional,UPI,4.5
IND-18548,25-08-2021,Suzuki,Burgman Street,Superbike,Pearl White,390,Electric,Manual,N/A,457500,2000,14,6377000,Uttar Pradesh,Lucknow,Dealership,Delivery Executive,Credit Card,
IND-13291,08-01-2021,Yamaha,R15 V4,Adventure,Glossy Red,650,BS6 Petrol,Manual,70,399100,15000,9,3456900,rajasthan,Jaipur,Dealership,Delivery Executive,EMI,3.2
IND-14577,15-05-2023,Yamaha,Ray ZR,Adventure,Glossy Red,650,BS6 Petrol,Manual,60.3,389200,0,7,2724400,Rajasthan,Jaipur,Exchange,Delivery Executive,EMI,4.7
IND-17186,19-05-2021,Suzuki,V-Strom 650,Superbike,Matte Black,650,BS6 Petrol,Manual,54.7,392000,5000,13,5031000,Maharashtra,Mumbai,Company Direct,Businessman,EMI,4.5
IND-20171,17-03-2023,Mahindra,Rodeo RZ,Sports,Pearl White,250,BS6 Petrol,Manual,66.4,110200,7000,2,206400,Uttar Pradesh,Lucknow,Company Direct,Working Professional,,3.2
